11	1	0	1	1	1	1	0
12	1	1	0	0	1	1	1
13	1	1	0	1	0	1	1
14	1	1	0	1	1	0	1
15	1	1	0	1	1	1	0
16	1	1	1	0	0	1	1
17	1	1	1	0	1	0	1
18	1	1	1	0	1	1	0
19	1	1	1	1	0	0	1
20	1	1	1	1	0	1	0
21	1	1	1	1	1	0	0
22	1	1	1	1	1	1	0
23	1	1	1	1	1	0	1
24	1	1	1	1	0	1	1
25	1	1	1	0	1	1	1
26	1	1	0	1	1	1	1
27	1	0	1	1	1	1	1
28	0	1	1	1	1	1	1;

#parametro de demanda
param DEM:=
[*,*,1]:
	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 :=
1	1 4 4 5 6 7 6 7 5 6 8 6 6 5 5 
2	4 4 5 5 7 6 4 5 5 6 8 7 8 10 3 
3	3 4 4 6 5 5 6 6 6 8 7 6 7 8 4 
4	3 4 6 5 5 6 7 7 7 5 10 7 6 10 4 
5	1 3 7 7 6 5 5 4 7 6 8 9 10 7 3 
6	5 5 7 8 6 8 7 7 9 10 10 9 7 8 5 
7	2 5 4 7 9 13 7 8 14 16 11 12 7 8 2 
[*,*,2]:
	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 :=
1	2 4 5 7 6 7 7 5 7 7 6 9 9 8 4 
2	3 4 5 7 7 6 6 7 6 5 9 7 8 8 4 
3	5 4 4 7 5 6 6 6 7 8 8 7 7 9 5 
4	5 5 7 6 5 5 5 6 7 6 9 9 8 7 4 
5	2 4 6 6 5 7 8 7 7 5 10 8 10 10 4 
6	5 3 5 5 8 9 8 10 10 11 7 8 6 7 4 
7	2 5 4 6 9 11 10 8 13 15 11 13 9 8 1 
[*,*,3]:
	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 :=
1	2 4 4 6 5 5 5 6 5 6 6 6 8 8 4 
2	4 4 6 5 6 5 6 8 5 7 7 8 7 8 4 
3	4 4 4 6 6 7 7 6 7 8 6 4 8 8 5 
4	3 4 5 4 6 7 4 5 6 6 6 7 9 9 4 
5	2 4 4 5 6 7 7 6 6 5 9 8 9 6 4 
6	4 4 7 7 5 8 8 9 7 11 9 9 9 9 4 
7	2 5 3 6 15 12 11 8 15 18 10 11 7 9 2 
[*,*,4]:
	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 :=
1	2 4 5 7 5 6 5 6 6 4 7 9 7 9 5 
2	4 4 6 7 4 6 6 6 6 7 8 8 7 9 4 
3	4 4 6 6 5 6 6 6 6 7 6 6 7 7 4 
4	3 4 4 5 6 6 6 6 6 8 9 8 8 10 3 
5	2 4 6 5 6 5 6 5 8 6 8 9 10 6 4 
6	4 4 6 6 7 9 8 9 7 10 10 8 8 10 5 
7	2 4 6 6 12 14 11 7 13 12 14 10 8 8 1 
[*,*,5]:
	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 :=
1	2 4 4 6 5 5 3 6 6 5 4 6 8 6 4 
2	4 4 6 4 6 5 6 6 6 6 7 8 7 8 5 
3	4 3 5 6 6 6 6 5 7 8 5 6 7 7 3 
4	3 4 5 8 6 7 7 5 7 7 6 7 8 7 6 
5	2 4 6 6 4 7 5 7 7 7 9 8 8 7 3 
6	4 4 6 7 9 9 8 7 8 12 10 6 8 7 5 
7	2 4 4 6 10 10 14 8 14 13 13 12 7 11 2 
;

#COSTO FALTANTE	
param CF :=	1.20;
	
#COSTO EXCESO	
param CE :=	0.30;

#COSTO DE SALARIO POR HORA
param CSH :=	
1	1.11
2	1.11
3	1.11
4	1.11
5	1.11
6	1.51
7	2.12
8	1.83;
	
#COSTO HORA EXTRA	
param CHE :=	1.33;
	
#COSTO DE CAPACITACIÃ“N	
param CCap:=	0.02;
	
#PENALIZACIÃ“N     MIRAR CUANTO PONER	
param PENALIZACION := 	127.75;
#minimo nivel de servicio
param Min_NS=0.92;
