25	1	1	1	0	1	1	1
26	1	1	0	1	1	1	1
27	1	0	1	1	1	1	1
28	0	1	1	1	1	1	1;

#parametro de demanda
param DEM:=
[*,*,1]:
	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 :=
1	2 4 3 7 6 6 7 6 6 7 6 8 6 8 5 
2	5 5 6 5 6 7 7 6 6 7 8 8 9 9 4 
3	4 4 4 6 7 5 5 7 4 7 7 6 6 8 5 
4	5 5 5 5 5 7 5 4 5 6 10 7 11 9 3 
5	2 5 6 6 5 7 7 7 7 4 7 7 9 7 4 
6	4 4 7 5 8 8 7 9 9 9 8 10 8 9 4 
7	3 4 5 7 12 12 10 11 12 14 11 19 9 9 2 
[*,*,2]:
	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 :=
1	2 4 4 6 6 6 6 7 6 6 6 10 8 7 4 
2	4 3 6 7 6 6 6 7 6 5 7 6 6 6 3 
3	4 4 4 6 6 7 5 6 6 9 5 4 6 7 4 
4	4 3 5 6 7 6 7 5 6 7 8 6 8 8 4 
5	2 3 5 6 6 6 7 5 7 5 7 9 8 9 5 
6	4 3 6 8 6 8 10 9 7 8 11 6 6 7 5 
7	2 4 3 5 10 11 10 9 12 11 14 13 10 9 2 
[*,*,3]:
	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 :=
1	2 3 4 7 6 6 6 6 7 5 4 9 6 6 4 
2	4 4 7 6 6 5 5 5 6 5 8 10 8 8 4 
3	4 4 4 6 6 7 7 6 7 7 6 6 8 7 4 
4	3 3 6 7 6 6 6 6 6 9 8 9 10 6 5 
5	2 4 7 5 6 6 6 5 5 7 8 9 5 9 3 
6	5 4 6 6 8 8 8 8 8 8 10 11 7 7 4 
7	2 3 5 6 10 10 11 8 12 10 11 14 7 6 2 
[*,*,4]:
	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 :=
1	2 5 4 6 5 9 5 8 6 8 6 8 7 8 4 
2	4 3 8 5 6 8 6 5 7 6 9 7 6 8 5 
3	4 4 4 6 7 8 7 6 8 9 3 6 9 8 3 
4	4 4 5 7 4 5 6 7 5 4 8 9 7 8 4 
5	2 4 5 5 8 6 5 6 5 6 7 8 8 10 4 
6	4 5 6 6 8 7 8 9 9 7 12 9 8 8 5 
7	2 3 5 7 9 13 11 6 13 13 14 14 6 8 3 
[*,*,5]:
	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 :=
1	1 4 4 6 7 6 6 5 6 5 6 9 7 11 4 
2	3 4 6 6 4 6 6 6 7 6 6 8 7 9 5 
3	3 4 4 6 6 6 6 7 7 7 6 6 7 9 5 
4	4 5 6 5 5 6 5 6 5 7 8 8 7 8 4 
5	2 4 5 6 6 6 5 6 7 5 7 7 6 8 4 
6	3 4 5 6 8 9 6 7 6 9 10 8 10 8 3 
7	2 4 4 6 9 15 11 7 12 15 11 8 8 6 2 
[*,*,6]:
	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 :=
1	2 5 3 5 6 5 5 5 7 7 6 8 8 11 4 
2	3 4 6 7 5 4 6 7 7 7 8 8 6 8 4 
3	4 4 3 9 7 5 7 7 5 11 5 5 9 9 4 
4	4 5 4 8 6 6 7 5 5 5 8 6 11 9 4 
5	3 4 6 6 5 7 4 4 5 7 8 6 9 7 3 
6	3 4 9 6 7 8 8 9 7 8 11 8 7 9 4 
7	2 5 4 6 10 12 10 7 12 13 12 13 8 9 2;

#COSTO FALTANTE	
param CF :=	1.20;
	
#COSTO EXCESO	
param CE :=	0.30;

#COSTO DE SALARIO POR HORA
param CSH :=	
1	1.11
2	1.11
3	1.11
4	1.11
5	1.11
6	1.51
7	2.12
8	1.83;
	
#COSTO HORA EXTRA	
param CHE :=	1.33;
	
#COSTO DE CAPACITACIÃƒâ€œN	
param CCap:=	0.02;
	
#PENALIZACIÃƒâ€œN     MIRAR CUANTO PONER	
param PENALIZACION := 	127.75;

#minimo nivel de servicio
param Min_NS=0.92;
